listing_id	listing_name	location_address	season_month	products	share_size	share_itemsinsharebox	share_availabledate	share_paymentoption	deliverpickup_method	specialproductionmethods	acceptedpayment	FNAP
200396	Godsell Farm	"S105W15585 Loomis Drive, Muskego, Wisconsin 53150"	April to October	"Artichoke;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Honey;"	Full shares;Half shares;	CSA decides product based on supply availability;	2015-04-20	One advance payment prior to the beginning of the delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	
200397	Gravel Road Farm	"N547 Gravel Road, Waupaca, Wisconsin 54981"	Year-round	"Apricots;Cherries (sweet, tart, etc.);Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Coffee and/or tea;Eggs;Wild harvested forest products: mushrooms, medicinal herbs, edible fruits and nuts, etc.;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2014-06-23	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;	SNAP;
200398	"Growing Power, Inc."	"5500 West Silver Spring Drive, Milwaukee, Wisconsin 53218"	July to December	"Apples;Grapefruit (red, white, etc.);Honeydew melons;Kiwi;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Tilapia / PerchTilapia / Perch;;Fresh and/or dried herbs;Honey;"	Full shares;Half shares;Fish shares;	CSA decides product based on supply availability;	2015-07-03	One advance payment prior to the beginning of the delivery season;	Deliver to one or more neighborhood sites;	"Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Fair labor practices, living wage, fair trade, etc.;"	Cash;Personal Checks;Debit card/Credit card;Pay Pal;Pay Pal;	SNAP;
200399	Hermit Creek Farm	"65554 Springbrook Rd, High Bridge, Wisconsin 54846"	Year-round	"Apples;Apricots;Figs;Kiwi;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Coffee and/or tea;Dairy products: milk, cheese, etc.;Dry beans;Eggs;Fresh and/or dried herbs;Honey;Maple syrup and/or maple products;Wild Rice;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2014-01-06	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);Organic;	Cash;Personal Checks;Debit card/Credit card;PayPal;PayPal;	
200400	"Hilltop Community Farm, LLC"	"Heidrich Rd., La Valle, Wisconsin 53941"	May to November	"Apples;Blackberries, raspberries;Cherries (sweet, tart, etc.);Kiwi;Lemons, limes;Oranges, clementine, mandarins, tangerines, tangelos;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Rhubarb;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;"	Half shares;	CSA decides product based on supply availability;		One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	
200401	Keppers Pottery and Produce	"235 US Hwy 8 W, Turtle Lake, Wisconsin 54889"	Year-round	"Apples;Apricots;Figs;Pears;Plums (black, green, red, etc.);Watermelons;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Shallots;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Turnip greens;Turnips;;Dry beans;Eggs;Fresh and/or dried herbs;Honey;Maple syrup and/or maple products;by half pigby half pig;;"	Half shares;on line orders;	CSA decides product based on supply availability;CSA offers options for specific product categories;Customers order specific items in advance of each delivery;	2014-01-08	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;	Cash;Personal Checks;	SNAP;
200402	Lone Goat Farm	", Ferryville, Wisconsin 54628"	June to November									
200403	New Season Farm LLC	"8391 Deer Road, Wisconsin Rapids, Wisconsin 54494"	May to October	"Artichoke;Arugula;Beans, other (lima, etc.);Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Kohlrabi;Lettuce (head, leaf, etc.);Okra;Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Eggs;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;Humane treatment of animals;Sustainable;	Cash;Personal Checks;	
200404	"North Star Homestead Farms, LLC"	"11117N Fullington Road, Hayward, Wisconsin 54843"	Year-round	"Apples;Cherries (sweet, tart, etc.);Currants;Honeydew melons;Lemons, limes;Pears;;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Shallots;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Dairy products: milk, cheese, etc.;Eggs;TilapiaTilapia;;Fresh and/or dried herbs;Grains and/or flour;Honey;Maple syrup and/or maple products;Chicken;Quail;Turkey;;Beef/veal (cold cuts);Beef/veal (sausage);Beef/veal (steaks, roasts);Bison (steaks, roasts);Goat;Lamb (chops, roasts);Lamb (ground);Lamb (sausage);Pork (bacon);Pork (cold cuts);Rabbit;;"	"Farm Share (veggies, herbs, fruits, plus a \""farm choice\"" item), and Meat Lover's Share;"	CSA offers options for specific product categories;	2014-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;	
200405	Old Oak Family Farm	"N6370 Niedfeldt Rd., Bangor, Wisconsin 54614"	Year-round	"Apples;Cherries (sweet, tart, etc.);Currants;Figs;Kiwi;Plums (black, green, red, etc.);Watermelons;;Artichoke;Bok Choy;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Onions (pearl, red, white, etc.);Peas;Potatoes (new, red, russet, etc.);Pumpkin;Radishes;Rhubarb;Shallots;Soybeans;Squash, winter: butternut, etc.;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;Cut flowers;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-06-17	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	SNAP;
200406	Regenerative Roots	"W6635 Kiesling Road, Jefferson, Wisconsin 53549"	June to December	"Figs;Plums (black, green, red, etc.);;Ginger; Lemongrass; Jelly Melon; CeleraicArtichoke;Arugula;Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Mizuna;Okra;Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Ginger; Lemongrass; Jelly Melon; Celeraic;;Fresh and/or dried herbs;"	Full shares;Half shares;Larger share - approximately 1 bushel; Smaller share - approximately 5/9 bushel;	"CSA decides product based on supply availability;Optional Fall/Winter \""Holiday\"" shares are ala carte deliveries the week before Thanksgiving & Christmas;"	2014-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;	Organic (USDA Certified);	"Cash;Personal Checks;SNAP only through FairShare CSA Coalition's Partner Shares Program (non-profit in Madison, WI);"	SNAP;
200407	"Roots Down Community Farm, LLC"	"4146 E Cty. Rd. N, Milton, Wisconsin 53563"	May to October	"Figs;Pears;Persimmons;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, hot;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;"	Full shares;Half shares;Half Season;	CSA decides product based on supply availability;	2015-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;Reduced subscription/membership fees based on household income;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	SNAP;
200408	Willow Ridge Organic Farm	"PO Box 323, Wauzeka, Wisconsin 53826"	June to November	"Figs;Pears;Plums (black, green, red, etc.);Watermelons;;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Honey;Maple syrup and/or maple products;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-07-06	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Customers pick up from CSA farm;	Organic (USDA Certified);	Personal Checks;	
200409	Sylvan Hills	"E2161 530th Ave, Menomonie, Wisconsin 54751"	June to October	"Oranges, clementine, mandarins, tangerines, tangelos;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Cauliflower;Celery;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Green beans;Kale;Kohlrabi;Leeks;Mustard Greens;Okra;Peanuts;Peas;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Shallots;Spinach: baby, regular;Squash, winter: butternut, etc.;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;"	Full shares;Half shares;Large Twice the size of the Full Share;	CSA decides product based on supply availability;	2014-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;	Organic (USDA Certified);	Cash;Personal Checks;Debit card/Credit card;Pay Pal and credit cards or debit cards thru Pay Pal;Pay Pal and credit cards or debit cards thru Pay Pal;	
200410	Twist & Sprout Farms	", Watertown, Wisconsin"	June to October	"Apricots;Figs;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Kale;Kohlrabi;Leeks;Mixed leafy greens;Okra;Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radishes;Rhubarb;Rutabaga;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Fresh and/or dried herbs;Honey;Maple syrup and/or maple products;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-06-05	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Customers pick up from CSA farm;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Humane treatment of animals;	Cash;Personal Checks;	
200411	Winterfell Acres LLC	"8520 Casper Lane, Belleville, Wisconsin 53508"	May to December	"Apples;Cherries (sweet, tart, etc.);Figs;Kiwi;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans (string);Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Brussels sprouts;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Green onions/scallions;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Cut flowers;Dry beans;Eggs;Fresh and/or dried herbs;Maple syrup and/or maple products;Mushrooms;Beef/veal (sausage);Bison (steaks, roasts);Lamb (chops, roasts);Pork (bacon);Rabbit;;Wild harvested forest products: mushrooms, medicinal herbs, edible fruits and nuts, etc.;"	Full shares;Half shares;Personal shares;	CSA decides product based on supply availability;	2015-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver directly to customer's homes;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	"Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;Fair labor practices, living wage, fair trade, etc.;Sustainably/naturally grown;"	Cash;Personal Checks;Debit card/Credit card;SNAP benefits through FairShare CSA Coalition Partner Shares Program;	SNAP;
200412	Moon on the Mountain Farm	"2927 Warm Springs Rd, Shenandoah Junction, West Virginia 25442"	May to October	"Apples;Cherries (sweet, tart, etc.);Currants;Grapefruit (red, white, etc.);Grapes (black, green, red, etc.);Kiwi;Oranges, clementine, mandarins, tangerines, tangelos;Pears;Plums (black, green, red, etc.);;Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Cucumbers;Garlic;Kale;Kohlrabi;Lettuce (head, leaf, etc.);Mixed leafy greens;Mizuna;Mustard Greens;Okra;Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Rhubarb;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Coffee and/or tea;Cut flowers;Eggs;Fresh and/or dried herbs;Soap and/or body care products;wool and alpaca fleece, yarn, felted products, lavender, flowers, handmade soap;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2014-05-15	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;sustainable farming practices;	Cash;Personal Checks;Debit card/Credit card;	
200413	Mountain Harvest Farm	"Owl Creek Farm, Goshen Rd, Morgantown, West Virginia 26508"	June to October	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Mixed leafy greens;Mustard Greens;Okra;Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Rhubarb;Rutabaga;Shallots;Soybeans;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Eggs;Honey;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-06-04	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);	Cash;Personal Checks;	
200414	Round Right Farm	"145 Dream Field Ln, Terra Alta, West Virginia 26764"	May to November	"Artichoke;Arugula;Beans, other (lima, etc.);Beets;Bok Choy;Broccoli;Broccoli rabe;Broccolini/baby broccoli;Carrots;Cauliflower;Collard Greens;Cucumbers;Eggplant (Italian, Japanese, etc.);Garlic;Green beans;Kale;Kohlrabi;Leeks;Mixed leafy greens;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radicchio;Radishes;Rhubarb;Shallots;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Dairy products: milk, cheese, etc.;"	"Half shares;bread and cheese shares, spring and fall shares as well as summer veggie shares;"	We have an online choice system that creates a box and then gives customers an inventory to choose additions from;	2014-01-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to customers' workplaces;Customers pick up from CSA farm;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Humane treatment of animals;	Cash;Personal Checks;Debit card/Credit card;ACH direct debit from bank account;	
200415	Fair Share CSA	"8406 Maxon Road, Harvard, Illinois 60033"	June to October	"Artichoke;Beans (string);Beets;Bok Choy;Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Celery;Collard Greens;Corn (sweet);Cucumbers;Eggplant (Italian, Japanese, etc.);Endives;Garlic;Green beans;Green onions/scallions;Kale;Kohlrabi;Leeks;Lettuce (head, leaf, etc.);Mache/lamb’s lettuce;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Onions (pearl, red, white, etc.);Parsnips;Peanuts;Peas;Peppers, hot;Peppers, sweet;Potatoes (new, red, russet, etc.);Pumpkin;Radicchio;Radishes;Rhubarb;Rutabaga;Soybeans;Spinach: baby, regular;Squash, summer: zucchini, etc.;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (cherry, grape, etc.);Tomatoes (plum, round, etc.);Turnip greens;Turnips;;Mushrooms;"	Half shares;	CSA decides product based on supply availability;	2014-06-12	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;	Deliver directly to customer's homes;Deliver to one or more neighborhood sites;	Organic (USDA Certified);No pesticides;	Cash;Personal Checks;	
200416	Renaissance Farms	"126 Company Farm Rd, Barre, Massachusetts 01005"	July to October	"Elderberries, MulberriesCherries (sweet, tart, etc.);Elderberries, Mulberries;;Arugula;Beans, other (lima, etc.);Broccoli;Broccolini/baby broccoli;Cabbage;Carrots;Cauliflower;Collard Greens;Cucumbers;Kale;Kohlrabi;Mixed leafy greens;Mizuna;Mustard Greens;Okra;Peanuts;Peas;Peppers, sweet;Potatoes (new, red, russet, etc.);Radishes;Rhubarb;Shallots;Spinach: baby, regular;Squash, winter: butternut, etc.;Sweet potatoes;Swiss chard;Tomatoes (plum, round, etc.);Turnip greens;;Baked goods: breads, pies, etc.;Canned or preserved fruits/vegetables: jams, jellies, preserves, salsas, pickles, dried fruit, etc.;Cut flowers;Eggs;Fresh and/or dried herbs;Honey;Maple syrup and/or maple products;Chicken;;Beef/veal (sausage);Beef/veal (steaks, roasts);Bison (ground);Lamb (chops, roasts);Lamb (ground);Pork (bacon);Rabbit;;Soap and/or body care products;Wild harvested forest products: mushrooms, medicinal herbs, edible fruits and nuts, etc.;"	Full shares;Half shares;	CSA decides product based on supply availability;CSA offers options for specific product categories;	2013-11-01	One advance payment prior to the beginning of the delivery season;Payments in installments over the course of each delivery season;Reduced subscription/membership fees in exchange for labor;	Deliver to one or more neighborhood sites;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Humane treatment of animals;	Cash;Personal Checks;Paypal;Paypal;	
200417	Old Homeplace Farm Pastured Meats CSA	"9876 North Hwy 11, Manchester, Kentucky 40962"	Year-round	"Beef/veal (sausage);Beef/veal (steaks, roasts);Goat;Lamb (chops, roasts);Lamb (ground);Lamb (sausage);Pork (bacon);Pork (cold cuts);Rabbit;;"	Full shares;Half shares;	CSA decides product based on supply availability;	2014-01-01		Deliver directly to customer's homes;	Organic (USDA Certified);No antibiotics;No hormones;No pesticides;Pasture-raised/free-range animals;Humane treatment of animals;grass fed;	Cash;Personal Checks;Debit card/Credit card;	
